TEAM,NAME,POSITION,YEAR,STARS
New Mexico St,Malachi Taylor,WR,1,5
North Carolina,Dae DaeHollins,CB,3,7
North Carolina,Don Chapman,CB,3,7
North Carolina,Kyler McMichael,CB,3,7
North Carolina,Tony Grimes,CB,2,7
North Carolina,Storm Duck,CB,2,8
North Carolina,Obi Egbuna,CB,2,7
North Carolina,DeAndre Boykins,CB,1,7
North Carolina,Dontae Balfour,CB,1,7
North Carolina,Raymond Vohasek,DL,4,7
North Carolina,Tomari Fox,DL,3,7
North Carolina,Jahlil Taylor,DL,3,7
North Carolina,Kevin Hester,DL,2,7
North Carolina,Myles Murphy,DL,2,7
North Carolina,Kedrick Bingley-Jones,DL,1,7
North Carolina,Keeshawn Silver,DL,1,7
North Carolina,Jahvaree Ritzie,DL,1,7
North Carolina,Grayson Atkins,K,4,7
North Carolina,Ben Kiernan,K,3,7
North Carolina,Jonathan Kim,K,3,7
North Carolina,Tyrone Hopper,LB,4,7
North Carolina,Tomon Fox,LB,4,7
North Carolina,Jeremiah Gemmel,LB,4,7
North Carolina,Eugene Asante,LB,3,7
North Carolina,Chris Collins,LB,2,7
North Carolina,Desmond Evans,LB,2,7
North Carolina,Kaimon Rucker,LB,2,7
North Carolina,Cedric Gray,LB,2,7
North Carolina,Gabe Stephens,LB,1,7
North Carolina,Power Echols,LB,1,7
North Carolina,Rara Dillworth,LB,1,7
North Carolina,Marcus McKethan,OL,4,7
North Carolina,Brian Anderson,OL,4,7
North Carolina,Quiron Johnson,OL,4,7
North Carolina,Jordan Tucker,OL,3,7
North Carolina,Asim Richards,OL,3,7
North Carolina,Ed Montilus,OL,3,7
North Carolina,Joshua Ezeudu,OL,3,7
North Carolina,William Barnes,OL,3,7
North Carolina,Cayden Baker,OL,2,7
North Carolina,Wyatt Tunall,OL,2,7
North Carolina,Jonathan Adorno,OL,2,7
North Carolina,Eli Sutton,OL,1,7
North Carolina,Sam Howell,QB,3,7
North Carolina,Jacolby Criswell,QB,2,7
North Carolina,Drake Maye,QB,2,8
North Carolina,Ty Chandler,RB,4,7
North Carolina,DJ Jones,RB,2,7
North Carolina,Elijah Green,RB,1,7
North Carolina,Kamarro Edmonds,RB,1,7
North Carolina,Caleb Hood,RB,1,7
North Carolina,Trey Morrison,S,4,7
North Carolina,CamRon Kelly,S,3,7
North Carolina,Giovanni Biggers,S,3,7
North Carolina,JaQurious Conley,S,2,7
North Carolina,Dontavius Nash,S,1,7
North Carolina,Cameron R-Sinclair,S,1,7
North Carolina,Garrett Walston,TE,4,7
North Carolina,Kamari Morales,TE,2,7
North Carolina,Kendall Karr,TE,1,7
North Carolina,John Copenhaver,TE,1,7
North Carolina,Bryson Nesbit,TE,1,7
North Carolina,Antoine Green,WR,4,7
North Carolina,Beau Corrales,WR,4,7
North Carolina,Josh Downs,WR,2,8
North Carolina,Stephen Gosnell,WR,2,7
North Carolina,Justin Olson,WR,2,7
North Carolina,JJ Jones,WR,1,7
North Carolina,Kobe Paysour,WR,1,7
North Carolina,Gavin Blackwell,WR,1,7
North Texas,Quinn Whitlock,CB,3,6
North Texas,John Davis,CB,3,6
North Texas,Jordan Rucker,CB,2,6
North Texas,Ridge Texada,CB,1,6
North Texas,Dillion Williams,CB,1,6
North Texas,Dion Novil,DL,4,7
North Texas,Caleb Colvin,DL,4,6
North Texas,Kameron Hill,DL,4,6
North Texas,Dayton LeBlanc,DL,3,6
North Texas,Davontae McCrae,DL,2,6
North Texas,Kalvin Hutchings,DL,2,6
North Texas,Roderick Brown,DL,1,6
North Texas,Jacobi Johnson,DL,1,6
North Texas,Gabriel Murphy,DL,1,6
North Texas,Enoch Jackson,DL,1,6
North Texas,Ethan Mooney,K,3,6
North Texas,Bernardo Rodriguez,K,3,6
North Texas,Kyleb Howell,LB,4,6
North Texas,KD Davis,LB,3,6
North Texas,Kevin Wood,LB,2,6
North Texas,Carson Kropp,LB,2,6
North Texas,Cole McCrary,LB,2,6
North Texas,Larry Nixon,LB,2,6
North Texas,Grayson Murphy,LB,1,6
North Texas,Jordan Brown,LB,1,6
North Texas,Sifa Leota,LB,1,6
North Texas,Chris Wright,LB,1,6
North Texas,Jacob Brammer,OL,3,7
North Texas,Manase Mose,OL,3,7
North Texas,Teeshaun Turpin,OL,3,6
North Texas,Chris Cassidy,OL,2,6
North Texas,Cole Brown,OL,2,6
North Texas,Daizion Carroll,OL,2,6
North Texas,Kaci Moreka,OL,2,6
North Texas,Nick Gallo,OL,2,6
North Texas,Dane Jackson,OL,1,6
North Texas,Jett Duncan,OL,1,6
North Texas,Gabe Blair,OL,1,6
North Texas,Jace Ruder,QB,2,6
North Texas,Kason Martin,QB,2,6
North Texas,Austin Aune,QB,2,6
North Texas,DeAndre Torrey,RB,4,7
North Texas,Oscar Adaway,RB,2,6
North Texas,Ayo Adeyi,RB,1,6
North Texas,Isaiah Johnson,RB,1,6
North Texas,Edward Bautista,RB,1,6
North Texas,Ikaika Ragsdale,RB,1,6
North Texas,Tyreke Davis,S,4,6
North Texas,Makyle Sanders,S,4,6
North Texas,Sean-Thomas Faulkner,S,3,6
North Texas,DeShawn Gaddie,S,2,6
North Texas,Cinque Williams,S,1,6
North Texas,Harold West,S,1,6
North Texas,Robert Johnson,S,1,6
North Texas,Jason Pirtle,TE,4,6
North Texas,Christian Lee,TE,1,6
North Texas,VarKeyes Gumms,TE,1,6
North Texas,Asher Alberding,TE,1,6
North Texas,Jake Roberts,TE,1,6
North Texas,Tommy Bush,WR,3,6
North Texas,Bryson Jackson,WR,2,6
North Texas,Roderic Burns,WR,2,6
North Texas,Jyaire Shorter,WR,2,6
North Texas,Damon Ward,WR,1,6
North Texas,Detraveon Brown,WR,1,6
North Texas,Khatib Lyles,WR,1,6
North Texas,Zhighlil McMillan,WR,1,6
North Texas,Caleb Johnson,WR,1,6
North Texas,Loronzo Thompson,WR,1,6
Northern Illinois,Jordan Gandy,CB,2,7
Northern Illinois,Ty Miles,CB,1,6
Northern Illinois,Javaughn Byrd,CB,1,6
Northern Illinois,Myles McGee,CB,1,6
Northern Illinois,Malik Harvey,CB,1,6
Northern Illinois,Eric Rogers,CB,1,6
Northern Illinois,Cyrus McGarrell,CB,1,6
Northern Illinois,Michael Kennedy,DL,3,6
Northern Illinois,Jeffrey Griffin,DL,2,6
Northern Illinois,Pierce Oppong,DL,1,6
Northern Illinois,Tony Agyapong,DL,1,6
Northern Illinois,Devonte OMalley,DL,1,6
Northern Illinois,Raishein Thomas,DL,1,6
Northern Illinois,James Ester,DL,1,6
Northern Illinois,Cade Haberman,DL,1,6
Northern Illinois,Demond Taylor,DL,1,6
Northern Illinois,Jalonnie Williams,DL,1,6
Northern Illinois,Ivan Davis,DL,1,6
Northern Illinois,Jack Hugunin,DL,1,6
Northern Illinois,Matt Ference,K,4,6
Northern Illinois,John Richardson,K,2,6
Northern Illinois,Lance Deveaux,LB,4,6
Northern Illinois,Dillon Thomas,LB,3,6
Northern Illinois,Nick Rattin,LB,2,6
Northern Illinois,Akanimo Asuquo,LB,1,6
Northern Illinois,Daveren Rayner,LB,1,6
Northern Illinois,Eddie Jackson,LB,1,6
Northern Illinois,Jaden Dolphin,LB,1,6
Northern Illinois,Makhi NelsonDouglas,LB,1,6
Northern Illinois,Dayven Shinhoster,LB,1,6
Northern Illinois,Brayden Patton,OL,4,7
Northern Illinois,Nolan Potter,OL,2,6
Northern Illinois,Marques Cox,OL,2,6
Northern Illinois,Evan Buss,OL,1,6
Northern Illinois,Logan Zschernitz,OL,1,6
Northern Illinois,Anthony Vacula,OL,1,6
Northern Illinois,JJ Lippe,OL,1,6
Northern Illinois,Brandon MacKinnon,OL,1,6
Northern Illinois,John Champe,OL,1,6
Northern Illinois,Pete Nygra,OL,1,6
Northern Illinois,Leif Engstrand,OL,1,6
Northern Illinois,Rocky Lombardi,QB,3,6
Northern Illinois,Ryan Yost,QB,2,6
Northern Illinois,Ethan Hampton,QB,1,6
Northern Illinois,Dustin Fletcher,QB,1,6
Northern Illinois,Clint Ratkovich,RB,4,6
Northern Illinois,Erin Collins,RB,3,6
Northern Illinois,Brett Bostad,RB,2,6
Northern Illinois,Jay Ducker,RB,1,6
Northern Illinois,Antario Brown,RB,1,6
Northern Illinois,Harrison Waylee,RB,1,6
Northern Illinois,Joshua Earl,S,2,6
Northern Illinois,Jordan Hansen,S,1,6
Northern Illinois,Devin Lafayette,S,1,6
Northern Illinois,Jashon Prophete,S,1,6
Northern Illinois,CJ Brown,S,1,6
Northern Illinois,Miles Joiner,TE,3,6
Northern Illinois,Liam Soraghan,TE,3,6
Northern Illinois,Blake Kosin,TE,1,6
Northern Illinois,Jack Novotny,TE,1,6
Northern Illinois,Tristen Tewes,TE,1,6
Northern Illinois,Tyrice Richie,WR,4,6
Northern Illinois,Cole Tucker,WR,3,6
Northern Illinois,Trayvon Rudolph,WR,1,6
Northern Illinois,Trey Urwiler,WR,1,6
Northern Illinois,Mohamed Toure,WR,1,6
Northern Illinois,Messiah Travis,WR,1,6
Northern Illinois,Fabian McCray,WR,1,6
Northern Illinois,Billy Dozier,WR,1,6
Northwestern,AJ Hampton,CB,3,7
Northwestern,Cameron Mitchell,CB,2,7
Northwestern,Rod Heard,CB,2,7
Northwestern,Theran Johnson,CB,1,6
Northwestern,Garnett Hollis,CB,1,6
Northwestern,Ore Adeyi,CB,1,6
Northwestern,Samdup Miller,DL,4,7
Northwestern,Jeremy Meiser,DL,4,7
Northwestern,Trevor Kent,DL,4,7
Northwestern,Jeffery Pooler,DL,4,7
Northwestern,Joe Spivak,DL,4,7
Northwestern,Adetomiwa Adebawore,DL,3,8
Northwestern,Devin ORourke,DL,3,7
Northwestern,Jordan Butler,DL,2,6
Northwestern,Jason Gold,DL,2,6
Northwestern,Sean McLaughlin,DL,1,7
Northwestern,Aidan Hubbard,DL,1,6
Northwestern,Najee Story,DL,1,6
Northwestern,Te-Rah Edwards,DL,1,6
Northwestern,Charlie Kuhbander,K,4,8
Northwestern,Derek Adams,K,4,7
Northwestern,Jake Genyk,K,3,6
Northwestern,Trey Finison,K,2,7
Northwestern,Chris Bergin,LB,4,8
Northwestern,Peter McIntyre,LB,4,7
Northwestern,Khalid Jones,LB,3,7
Northwestern,Jaylen Rivers,LB,3,6
Northwestern,Bryce Gallagher,LB,2,7
Northwestern,Cullen Coleman,LB,1,6
Northwestern,Mac Uihlein,LB,1,6
Northwestern,Xander Mueller,LB,1,6
Northwestern,Sam Gerak,OL,4,8
Northwestern,Ethan Wiederkehr,OL,4,7
Northwestern,Payne HeBert,OL,3,7
Northwestern,Charlie Schmidt,OL,3,6
Northwestern,Peter Skoronski,OL,2,8
Northwestern,Connor Foster,OL,2,7
Northwestern,Josh Priebe,OL,2,7
Northwestern,Ben Wrather,OL,2,6
Northwestern,Dom DAntonio,OL,2,6
Northwestern,Conrad Rowley,OL,2,6
Northwestern,Caleb Tiernan,OL,1,7
Northwestern,Josh Thompson,OL,1,6
Northwestern,Andrew Marty,QB,4,7
Northwestern,Ryan Hilinski,QB,2,7
Northwestern,Brendan Sullivan,QB,1,6
Northwestern,Andrew Clair,RB,4,7
Northwestern,Evan Hull,RB,2,7
Northwestern,Cam Porter,RB,2,7
Northwestern,Anthony Tyus,RB,1,7
Northwestern,Bryce Jackson,S,4,6
Northwestern,Brandon Joseph,S,2,8
Northwestern,Coco Azema,S,2,7
Northwestern,Jaheem Joseph,S,1,6
Northwestern,Garner Wallace,S,1,6
Northwestern,Trey Pugh,TE,4,7
Northwestern,Charlie Mangieri,TE,4,7
Northwestern,Marshall Lang,TE,2,7
Northwestern,Thomas Gordon,TE,2,6
Northwestern,Lawson Albright,TE,1,6
Northwestern,Stephon Robinson,WR,4,8
Northwestern,Raymond Niro,WR,3,7
Northwestern,Malik Washington,WR,3,7
Northwestern,Bryce Kirtz,WR,2,7
Northwestern,Genson HooperPrice,WR,2,6
Northwestern,Jacob Gill,WR,1,7
Northwestern,Donnie Gray,WR,1,6
Northwestern,Jordan Mosley,WR,1,6
Northwestern,Calvin Johnson,WR,1,6
Notre Dame,TaRiq Bracy,CB,4,7
Notre Dame,Clarence Lewis,CB,2,8
Notre Dame,Cam Hart,CB,2,7
Notre Dame,Ramon Henderson,CB,2,7
Notre Dame,Philip Riley,CB,1,7
Notre Dame,JoJo Johnson,CB,1,7
Notre Dame,Ryan Barnes,CB,1,7
Notre Dame,Kurt Hinish,DL,4,8
Notre Dame,Myron T-Amosa,DL,4,8
Notre Dame,Jayson Ademilola,DL,4,7
Notre Dame,Justin Ademilola,DL,3,7
Notre Dame,Jacob Lacey,DL,3,7
Notre Dame,Isaiah Foskey,DL,2,8
Notre Dame,Howard Cross,DL,2,7
Notre Dame,Rylie Mills,DL,2,7
Notre Dame,Jordan Botelho,DL,2,7
Notre Dame,Nana Osafo-Mensah,DL,2,7
Notre Dame,Kahanu Kia,DL,1,7
Notre Dame,Alexander Ehrensberger,DL,1,7
Notre Dame,Jason Onye,DL,1,7
Notre Dame,Gabe Rubio,DL,1,7
Notre Dame,Aidan Keanaaina,DL,1,7
Notre Dame,Jonathan Doerer,K,4,8
Notre Dame,Jay Bramblett,K,3,8
Notre Dame,Josh Bryan,K,1,7
Notre Dame,Drew White,LB,4,8
Notre Dame,Isaiah Pryor,LB,4,7
Notre Dame,Bo Bauer,LB,4,7
Notre Dame,Marist Liufau,LB,3,7
Notre Dame,Jack Kiser,LB,2,7
Notre Dame,JD Bertrand,LB,2,7
Notre Dame,Prince Kollie,LB,1,7
Notre Dame,Xavier Watts,LB,1,7
Notre Dame,Josh Lugg,OL,4,8
Notre Dame,Cain Madden,OL,4,8
Notre Dame,Jarrett Patterson,OL,3,9
Notre Dame,John Dirksen,OL,3,7
Notre Dame,Quinn Carroll,OL,2,7
Notre Dame,Andrew Kristofic,OL,2,7
Notre Dame,Zeke Correll,OL,2,7
Notre Dame,Tosh Baker,OL,1,7
Notre Dame,Blake Fisher,OL,1,7
Notre Dame,Pat Coogan,OL,1,7
Notre Dame,Joe Alt,OL,2,9
Notre Dame,Rocco Spindler,OL,1,7
Notre Dame,Jack Coan,QB,4,7
Notre Dame,Drew Pyne,QB,1,7
Notre Dame,Tyler Buchner,QB,1,7
Notre Dame,Kyren Williams,RB,2,8
Notre Dame,Chris Tyree,RB,2,8
Notre Dame,Logan Diggs,RB,1,7
Notre Dame,Audric Estime,RB,1,7
Notre Dame,Houston Griffith,S,4,7
Notre Dame,Kyle Hamilton,S,3,9
Notre Dame,DJ Brown,S,3,7
Notre Dame,KJ Wallace,S,2,7
Notre Dame,Justin Walters,S,1,7
Notre Dame,Khari Gee,S,1,7
Notre Dame,George Takacs,TE,3,7
Notre Dame,Michael Mayer,TE,2,8
Notre Dame,Cane Berrong,TE,1,7
Notre Dame,Mitchell Evans,TE,1,7
Notre Dame,Avery Davis,WR,4,8
Notre Dame,Kevin Austin,WR,3,8
Notre Dame,Braden Lenzy,WR,3,7
Notre Dame,Joe Wilkins,WR,3,7
Notre Dame,Deion Colzie,WR,1,7
Notre Dame,Lorenzo Styles,WR,1,7
Notre Dame,Jayden Thomas,WR,1,7
Ohio,Jamal Hudson,CB,4,6
Ohio,Alvin Floyd,CB,4,6
Ohio,Justin Birchette,CB,3,6
Ohio,John Gregory,CB,3,6
Ohio,Peter Kemeni,CB,1,6
Ohio,Roman Parodie,CB,1,6
Ohio,Torrie Cox,CB,1,6
Ohio,Zach Burks,DL,4,6
Ohio,Will Evans,DL,4,6
Ohio,Kai Caeser,DL,4,6
Ohio,Bryce Stai,DL,3,6
Ohio,Vonnie Watkins,DL,3,6
Ohio,Denzel Daxon,DL,3,6
Ohio,Michael Taylor,DL,3,6
Ohio,Bryce Dugan,DL,3,6
Ohio,Rodney Mathews,DL,3,6
Ohio,Kylen McCracken,DL,3,6
Ohio,Jeremiah Burton,DL,2,6
Ohio,Aiden Malenchek,DL,2,6
Ohio,Chris Mayfield,DL,1,6
Ohio,Stephen Johnson,K,4,6
Ohio,Jack Wilson,K,1,6
Ohio,Keye Thompson,LB,3,6
Ohio,Jeremiah Wood,LB,3,6
Ohio,Cannon Blauser,LB,2,6
Ohio,Jack McCrory,LB,2,6
Ohio,Bryce Houston,LB,2,6
Ohio,Kyle Kelly,LB,2,6
Ohio,Ben Johnson,LB,2,6
Ohio,Cam Dorsey,LB,1,6
Ohio,Dylan Stevens,LB,1,6
Ohio,Brody Rodgers,OL,4,6
Ohio,Gary Hoover,OL,4,6
Ohio,Nick Sink,OL,4,6
Ohio,TJ Jackson,OL,4,6
Ohio,Bryce Ramer,OL,3,6
Ohio,Kurt Danneker,OL,3,6
Ohio,Jay Amburgey,OL,2,6
Ohio,Parker Titsworth,OL,2,6
Ohio,Christophe Atkinson,OL,2,6
Ohio,Joseph Habinowski,OL,1,6
Ohio,Bryce McNair,OL,1,6
Ohio,Shedrick Rhodes,OL,1,6
Ohio,Armani Rogers,QB,4,6
Ohio,Kurtis Rourke,QB,2,6
Ohio,CJ Harris,QB,1,6
Ohio,DeMontre Tuggle,RB,4,6
Ohio,Jake Neatherton,RB,4,6
Ohio,Julian Ross,RB,4,6
Ohio,OShaan Allison,RB,3,6
Ohio,Sieh Bangura,RB,1,6
Ohio,Michael Ballentine,S,4,6
Ohio,Tariq Drake,S,4,6
Ohio,Jett Elad,S,4,6
Ohio,Alex Wolff,S,4,6
Ohio,Jarren Hampton,S,4,6
Ohio,Jamison Collier,S,3,6
Ohio,Ryan Luehrman,TE,4,7
Ohio,Adam Luehrman,TE,4,6
Ohio,Alec Burton,TE,3,6
Ohio,Tyler Foster,TE,2,6
Ohio,Cameron Odom,WR,4,6
Ohio,Isiah Cox,WR,4,6
Ohio,James Bostic,WR,4,6
Ohio,Nigel Drummond,WR,2,6
Ohio,Tyler Walton,WR,2,6
Ohio,Keegan Wilburn,WR,2,6
Ohio,Aramoni Rhone,WR,1,6
Ohio,Miles Cross,WR,1,6
Ohio State,Sevyn Banks,CB,4,8
Ohio State,Demario McCall,CB,4,7
Ohio State,Cameron Brown,CB,3,7
Ohio State,Denzel Burke,CB,3,9
Ohio State,Lejond Cavazos,CB,1,7
Ohio State,Ryan Watts,CB,1,7
Ohio State,Jordan Hancock,CB,1,7
Ohio State,Jakailin Johnson,CB,1,7
Ohio State,Haskell Garrett,DL,4,9
Ohio State,Antwuan Jackson,DL,4,8
Ohio State,Tyreke Smith,DL,4,8
Ohio State,Jerron Cage,DL,4,7
Ohio State,Taron Vincent,DL,3,8
Ohio State,Javontae Jean-Baptiste,DL,3,8
Ohio State,Zach Harrison,DL,3,8
Ohio State,Noah Potter,DL,2,7
Ohio State,Ty Hamilton,DL,2,7
Ohio State,Tyleik Williams,DL,1,7
Ohio State,Jack Sawyer,DL,1,7
Ohio State,Jacolbe Cowan,DL,1,7
Ohio State,JT Tuimoloau,DL,1,7
Ohio State,Noah Ruggles,K,4,7
Ohio State,Jesse Mirco,K,1,7
Ohio State,Teradja Mitchell,LB,4,8
Ohio State,Cade Kacherski,LB,4,7
Ohio State,Cody Simon,LB,2,8
Ohio State,Tommy Eichenberg,LB,2,7
Ohio State,Steele Chambers,LB,2,7
Ohio State,Mitchell Melton,LB,1,7
Ohio State,Reid Carrico,LB,1,7
Ohio State,Thayer Munford,OL,4,9
Ohio State,Nicholas Petit-Frere,OL,3,8
Ohio State,Matthew Jones,OL,3,8
Ohio State,Dawand Jones,OL,3,8
Ohio State,Harry Miller,OL,3,7
Ohio State,Paris Johnson,OL,2,8
Ohio State,Enokk Vimahi,OL,2,7
Ohio State,Luke Wypler,OL,1,8
Ohio State,Ben Christman,OL,1,7
Ohio State,Donovan Jackson,OL,1,7
Ohio State,Josh Fryar,OL,1,7
Ohio State,CJ Stroud,QB,2,9
Ohio State,Jack Miller,QB,1,7
Ohio State,Kyle McCord,QB,1,8
Ohio State,Devin Brown,QB,1,7
Ohio State,Master Teague,RB,3,8
Ohio State,Marcus Crowley,RB,2,7
Ohio State,Treveyon Henderson,RB,2,9
Ohio State,Miyan Williams,RB,1,8
Ohio State,Evan Pryor,RB,1,7
Ohio State,Marcus Williamson,S,4,7
Ohio State,Josh Proctor,S,3,8
Ohio State,Ronnie Hickman,S,2,8
Ohio State,Lathan Ransom,S,2,7
Ohio State,Craig Young,S,2,7
Ohio State,Bryson Shaw,S,2,7
Ohio State,Jantzen Dunn,S,1,7
Ohio State,Kourt Williams,S,1,7
Ohio State,Cameron Martinez,S,1,7
Ohio State,Jeremy Ruckert,TE,4,8
Ohio State,Cade Stover,TE,2,8
Ohio State,Gee Scott,TE,2,7
Ohio State,Chris Olave,WR,4,9
Ohio State,Garrett Wilson,WR,3,9
Ohio State,Jaxon Smith-Njigba,WR,2,9
Ohio State,Julian Fleming,WR,2,7
Ohio State,Emeka Egbuka,WR,1,8
Ohio State,Marvin Harrison,WR,2,9
Ohio State,Jayden Ballard,WR,1,7
Oklahoma,Jaden Davis,CB,3,7
Oklahoma,Woodi Washington,CB,2,8
Oklahoma,DJ Graham,CB,2,7
Oklahoma,Joshua Eaton,CB,2,7
Oklahoma,Kendall Dennis,CB,1,7
Oklahoma,Latrell McCutchin,CB,1,7
Oklahoma,Isaiah Thomas,DL,4,8
Oklahoma,Caleb Kelly,DL,4,8
Oklahoma,Perrion Winfrey,DL,4,8
Oklahoma,LaRon Stokes,DL,4,7
Oklahoma,Nik Bonitto,DL,3,9
Oklahoma,Josh Ellison,DL,3,8
Oklahoma,Marcus Stripling,DL,3,7
Oklahoma,Jalen Redmond,DL,2,8
Oklahoma,Isaiah Coe,DL,2,7
Oklahoma,Reggie Grimes,DL,2,7
Oklahoma,Kori Roberson,DL,2,7
Oklahoma,Clayton Smith,DL,1,7
Oklahoma,Kelvin Gilliam,DL,1,7
Oklahoma,Ethan Downs,DL,1,7
Oklahoma,Michael Turk,K,4,8
Oklahoma,Gabe Brkic,K,3,9
Oklahoma,Bryan Mead,LB,4,7
Oklahoma,David Ugwoegbu,LB,3,8
Oklahoma,DaShaun White,LB,3,8
Oklahoma,Brian Asamoah,LB,3,8
Oklahoma,Jamal Morris,LB,2,7
Oklahoma,Brynden Walker,LB,2,7
Oklahoma,Shane Whitter,LB,2,7
Oklahoma,Danny Stutsman,LB,1,7
Oklahoma,Marquis Hayes,OL,4,8
Oklahoma,Erik Swenson,OL,4,8
Oklahoma,Tyrese Robinson,OL,4,8
Oklahoma,Robert Congel,OL,4,7
Oklahoma,Chris Murray,OL,4,7
Oklahoma,Finley Felix,OL,4,7
Oklahoma,Wanya Morris,OL,3,8
Oklahoma,Brey Walker,OL,3,7
Oklahoma,Andrew Raym,OL,2,7
Oklahoma,Anton Harrison,OL,2,7
Oklahoma,Nate Anderson,OL,1,7
Oklahoma,Aaryn Parks,OL,1,7
Oklahoma,Savion Byrd,OL,1,7
Oklahoma,Jackson Arnold,QB,1,8
Oklahoma,Dillon Gabriel,QB,2,9
Oklahoma,Ralph Rucker,QB,1,7
Oklahoma,Jeremiah Hall,RB,4,8
Oklahoma,Kennedy Brooks,RB,3,8
Oklahoma,Eric Gray,RB,3,7
Oklahoma,Marcus Major,RB,2,7
Oklahoma,Todd Hudson,RB,2,7
Oklahoma,Justin Broiles,S,4,8
Oklahoma,Patrick Fields,S,4,8
Oklahoma,Delarrin Turner-Yell,S,4,8
Oklahoma,Key Lawrence,S,2,7
Oklahoma,Jeremiah Criddell,S,2,7
Oklahoma,Bryson Washington,S,1,7
Oklahoma,Billy Bowman,S,1,7
Oklahoma,Jordan Mukes,S,1,7
Oklahoma,Brayden Willis,TE,4,7
Oklahoma,Austin Stogner,TE,3,8
Oklahoma,Michael Woods,WR,4,8
Oklahoma,Theo Wease,WR,3,8
Oklahoma,Drake Stoops,WR,3,8
Oklahoma,Marvin Mims,WR,2,8
Oklahoma,Jadon Haselwood,WR,2,8
Oklahoma,Jalil Farooq,WR,1,7
Oklahoma,Cody Jackson,WR,1,7
Oklahoma,Mario Williams,WR,1,7
Oklahoma State,Jarrick B-Converse,CB,4,8
Oklahoma State,Christian Holmes,CB,4,7
Oklahoma State,Korie Black,CB,2,7
Oklahoma State,Jabbar Muhammad,CB,2,6
Oklahoma State,Jordan Reagan,CB,1,6
Oklahoma State,Brock Martin,DL,4,8
Oklahoma State,Israel Antwine,DL,4,8
Oklahoma State,Aden Kelley,DL,4,7
Oklahoma State,Tyren Irby,DL,4,7
Oklahoma State,Brendon Evers,DL,4,7
Oklahoma State,Tyler Lacy,DL,3,8
Oklahoma State,Trace Ford,DL,3,8
Oklahoma State,Samuela Tuihalamaka,DL,3,7
Oklahoma State,Sione Asi,DL,3,7
Oklahoma State,Jayden Jernigan,DL,2,7
Oklahoma State,Nathan Latu,DL,2,7
Oklahoma State,Kody Walterscheid,DL,2,7
Oklahoma State,Alex Hale,K,2,8
Oklahoma State,Tom Hutton,K,2,8
Oklahoma State,Devin Harper,LB,4,8
Oklahoma State,Malcolm Rodriguez,LB,4,8
Oklahoma State,Lamont Bishop,LB,3,7
Oklahoma State,Mason Cobb,LB,2,7
Oklahoma State,Kamryn Farrar,LB,2,7
Oklahoma State,NaDrian Dizadare,LB,2,7
Oklahoma State,Collin Oliver,LB,1,7
Oklahoma State,Nickolas Martin,LB,1,7
Oklahoma State,Josh Sills,OL,4,8
Oklahoma State,Danny Godlevske,OL,4,8
Oklahoma State,Hunter Woodard,OL,3,8
Oklahoma State,Hunter Anthony,OL,3,7
Oklahoma State,Tyrese Williams,OL,3,7
Oklahoma State,Taylor Miterko,OL,2,7
Oklahoma State,Cole Birmingham,OL,2,7
Oklahoma State,Joe Michalski,OL,2,7
Oklahoma State,Caleb Etienne,OL,2,7
Oklahoma State,Jake Springfield,OL,2,7
Oklahoma State,Preston Wilson,OL,2,7
Oklahoma State,Eli Russ,OL,2,7
Oklahoma State,Logan Nobles,OL,1,6
Oklahoma State,Ethan Bullock,QB,4,7
Oklahoma State,Spencer Sanders,QB,3,8
Oklahoma State,Shane Illingworth,QB,2,7
Oklahoma State,LD Brown,RB,4,8
Oklahoma State,Dezmon Jackson,RB,4,7
Oklahoma State,Jaylen Warren,RB,3,8
Oklahoma State,Dominic Richardson,RB,2,7
Oklahoma State,Braden Cassity,RB,2,6
Oklahoma State,Tre Sterling,S,4,8
Oklahoma State,Kolby Harvell-Peel,S,4,8
Oklahoma State,Tanner McCalister,S,4,7
Oklahoma State,Thomas Harper,S,3,7
Oklahoma State,Jason Taylor,S,3,7
Oklahoma State,SeanMichael Flanagan,S,3,7
Oklahoma State,Ty Williams,S,1,7
Oklahoma State,Lyrik Rawls,S,1,7
Oklahoma State,Kendal Daniels,S,1,7
Oklahoma State,Logan Carter,TE,4,7
Oklahoma State,Austin Jarrard,TE,2,7
Oklahoma State,Quinton Stewart,TE,1,7
Oklahoma State,Tay Martin,WR,4,8
Oklahoma State,Braydon Johnson,WR,4,8
Oklahoma State,Langston Anderson,WR,2,7
Oklahoma State,Brennan Presley,WR,2,7
Oklahoma State,Blaine Green,WR,1,7
Oklahoma State,Rashod Owens,WR,1,7
Oklahoma State,Jaden Bray,WR,1,7
Oklahoma State,Bryson Green,WR,1,7
Oklahoma State,John PaulRichardson,WR,1,6
Ole Miss,Otis Reese,CB,4,7
Ole Miss,Jaylon Jones,CB,4,7
Ole Miss,Deane Leonard,CB,4,7
Ole Miss,JaKorey Hawkins,CB,3,7
Ole Miss,Deantre Prince,CB,3,7
Ole Miss,Miles Battle,CB,3,7
Ole Miss,Markevious Brown,CB,1,7
Ole Miss,Tysheem Johnson,CB,1,7
Ole Miss,Sam Williams,DL,4,8
Ole Miss,Tariqious Tisdale,DL,4,8
Ole Miss,Tavius Robinson,DL,4,7
Ole Miss,Quentin Bivens,DL,3,7
Ole Miss,KD Hill,DL,3,7
Ole Miss,Patrick Lucas,DL,2,7
